Model	Date	Time	WxFile	Long	Lat	JdStart	JdEnd	Month	Day	Year	dd	bales	TempIncr	PbwEggt	PbwLrDys	PbwAdDys	PbwL/Bol	FromDiap	ToDiap	PbwCldLx	Tddb10
CotsimGIS	26Jul13	9:29:26-AM	C:\models\wx\CFSR_India_wx\CFSR_India_OR_grid_2063.txt	84.0620	20.1380	352	365	12	31	Avg	2484.2951	1.6152	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	16.1093	
CotsimGIS	26Jul13	9:29:36-AM	C:\models\wx\CFSR_India_wx\CFSR_India_OR_grid_2064.txt	84.3750	20.1380	353	365	12	31	Avg	2608.1803	1.6567	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	9.1577	
CotsimGIS	26Jul13	9:29:47-AM	C:\models\wx\CFSR_India_wx\CFSR_India_OR_grid_2065.txt	84.6870	20.1380	353	365	12	31	Avg	2857.0328	1.7802	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	3.4374	
CotsimGIS	26Jul13	9:29:58-AM	C:\models\wx\CFSR_India_wx\CFSR_India_OR_grid_2066.txt	85.0000	20.1380	353	365	12	31	Avg	3034.9344	1.8879	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	1.5047	
CotsimGIS	26Jul13	9:30:09-AM	C:\models\wx\CFSR_India_wx\CFSR_India_OR_grid_2067.txt	85.3120	20.1380	353	365	12	31	Avg	3171.7049	1.9398	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.5590	
CotsimGIS	26Jul13	9:30:21-AM	C:\models\wx\CFSR_India_wx\CFSR_India_OR_grid_2068.txt	85.6250	20.1380	353	365	12	31	Avg	3312.5574	2.0259	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0502	
CotsimGIS	26Jul13	9:30:32-AM	C:\models\wx\CFSR_India_wx\CFSR_India_OR_grid_2069.txt	85.9370	20.1380	353	365	12	31	Avg	3366.5246	2.1011	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0006	
CotsimGIS	26Jul13	9:30:45-AM	C:\models\wx\CFSR_India_wx\CFSR_India_OR_grid_2070.txt	86.2500	20.1380	353	365	12	31	Avg	3384.2787	2.2748	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	
CotsimGIS	26Jul13	9:30:56-AM	C:\models\wx\CFSR_India_wx\CFSR_India_OR_grid_2101.txt	82.1870	19.8250	309	365	12	31	Avg	2482.6230	1.4146	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	15.1037	
CotsimGIS	26Jul13	9:31:06-AM	C:\models\wx\CFSR_India_wx\CFSR_India_OR_grid_2102.txt	82.5000	19.8250	308	365	12	31	Avg	2578.0656	1.4144	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	11.1096	
CotsimGIS	26Jul13	9:31:16-AM	C:\models\wx\CFSR_India_wx\CFSR_India_OR_grid_2103.txt	82.8120	19.8250	307	365	12	31	Avg	2661.0328	1.3933	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	9.3680	
CotsimGIS	26Jul13	9:31:27-AM	C:\models\wx\CFSR_India_wx\CFSR_India_OR_grid_2104.txt	83.1250	19.8250	308	365	12	31	Avg	2655.9344	1.4048	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	9.9267	
CotsimGIS	26Jul13	9:31:37-AM	C:\models\wx\CFSR_India_wx\CFSR_India_OR_grid_2105.txt	83.4370	19.8250	311	365	12	31	Avg	2566.1148	1.4626	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	11.2728	
CotsimGIS	26Jul13	9:31:47-AM	C:\models\wx\CFSR_India_wx\CFSR_India_OR_grid_2106.txt	83.7500	19.8250	312	365	12	31	Avg	2516.8197	1.5397	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	14.2921	
CotsimGIS	26Jul13	9:31:57-AM	C:\models\wx\CFSR_India_wx\CFSR_India_OR_grid_2107.txt	84.0620	19.8250	353	365	12	31	Avg	2541.5902	1.5834	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	13.8610	
CotsimGIS	26Jul13	9:32:08-AM	C:\models\wx\CFSR_India_wx\CFSR_India_OR_grid_2108.txt	84.3750	19.8250	353	365	12	31	Avg	2742.2459	1.5428	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	5.3413	
CotsimGIS	26Jul13	9:32:19-AM	C:\models\wx\CFSR_India_wx\CFSR_India_OR_grid_2109.txt	84.6870	19.8250	353	365	12	31	Avg	3021.8525	1.5330	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.6306	
CotsimGIS	26Jul13	9:32:30-AM	C:\models\wx\CFSR_India_wx\CFSR_India_OR_grid_2110.txt	85.0000	19.8250	353	365	12	31	Avg	3210.7869	1.7239	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0191	
CotsimGIS	26Jul13	9:32:41-AM	C:\models\wx\CFSR_India_wx\CFSR_India_OR_grid_2111.txt	85.3120	19.8250	353	365	12	31	Avg	3308.3115	2.1202	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0004	
CotsimGIS	26Jul13	9:32:53-AM	C:\models\wx\CFSR_India_wx\CFSR_India_OR_grid_2112.txt	85.6250	19.8250	353	365	12	31	Avg	3389.3443	2.1811	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	
CotsimGIS	26Jul13	9:33:05-AM	C:\models\wx\CFSR_India_wx\CFSR_India_OR_grid_2113.txt	85.9370	19.8250	353	365	12	31	Avg	3418.1967	2.0720	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	
CotsimGIS	26Jul13	9:33:17-AM	C:\models\wx\CFSR_India_wx\CFSR_India_OR_grid_2143.txt	82.1870	19.5130	309	365	12	31	Avg	2486.1311	1.3764	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	11.5243	
CotsimGIS	26Jul13	9:33:27-AM	C:\models\wx\CFSR_India_wx\CFSR_India_OR_grid_2144.txt	82.5000	19.5130	308	365	12	31	Avg	2558.4590	1.4736	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	11.5232	
CotsimGIS	26Jul13	9:33:37-AM	C:\models\wx\CFSR_India_wx\CFSR_India_OR_grid_2145.txt	82.8120	19.5130	309	365	12	31	Avg	2524.0328	1.4857	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	13.0929	
CotsimGIS	26Jul13	9:33:47-AM	C:\models\wx\CFSR_India_wx\CFSR_India_OR_grid_2146.txt	83.1250	19.5130	310	365	12	31	Avg	2488.8689	1.4246	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	13.4598	
CotsimGIS	26Jul13	9:33:57-AM	C:\models\wx\CFSR_India_wx\CFSR_India_OR_grid_2147.txt	83.4370	19.5130	312	365	12	31	Avg	2519.0656	1.4136	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	11.7772	
CotsimGIS	26Jul13	9:34:07-AM	C:\models\wx\CFSR_India_wx\CFSR_India_OR_grid_2148.txt	83.7500	19.5130	312	365	12	31	Avg	2553.6066	1.4174	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	11.5531	
CotsimGIS	26Jul13	9:34:17-AM	C:\models\wx\CFSR_India_wx\CFSR_India_OR_grid_2149.txt	84.0620	19.5130	353	365	12	31	Avg	2637.5574	1.5990	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	9.1109	
CotsimGIS	26Jul13	9:34:28-AM	C:\models\wx\CFSR_India_wx\CFSR_India_OR_grid_2150.txt	84.3750	19.5130	353	365	12	31	Avg	2837.1148	1.5749	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	1.9823	
CotsimGIS	26Jul13	9:34:39-AM	C:\models\wx\CFSR_India_wx\CFSR_India_OR_grid_2151.txt	84.6870	19.5130	353	365	12	31	Avg	3139.5246	1.5308	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0183	
CotsimGIS	26Jul13	9:34:51-AM	C:\models\wx\CFSR_India_wx\CFSR_India_OR_grid_2152.txt	85.0000	19.5130	353	365	12	31	Avg	3260.7049	1.8707	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	
CotsimGIS	26Jul13	9:35:02-AM	C:\models\wx\CFSR_India_wx\CFSR_India_OR_grid_2183.txt	82.1870	19.2010	308	365	12	31	Avg	2535.7541	1.2979	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	5.7455	
CotsimGIS	26Jul13	9:35:12-AM	C:\models\wx\CFSR_India_wx\CFSR_India_OR_grid_2184.txt	82.5000	19.2010	308	365	12	31	Avg	2477.4590	1.4198	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	8.1486	
CotsimGIS	26Jul13	9:35:22-AM	C:\models\wx\CFSR_India_wx\CFSR_India_OR_grid_2185.txt	82.8120	19.2010	311	365	12	31	Avg	2404.3115	1.3534	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	12.7567	
CotsimGIS	26Jul13	9:35:32-AM	C:\models\wx\CFSR_India_wx\CFSR_India_OR_grid_2186.txt	83.1250	19.2010	312	365	12	31	Avg	2443.4262	1.4393	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	13.3680	
CotsimGIS	26Jul13	9:35:42-AM	C:\models\wx\CFSR_India_wx\CFSR_India_OR_grid_2187.txt	83.4370	19.2010	310	365	12	31	Avg	2583.4754	1.2213	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	8.6500	
CotsimGIS	26Jul13	9:35:52-AM	C:\models\wx\CFSR_India_wx\CFSR_India_OR_grid_2188.txt	83.7500	19.2010	312	365	12	31	Avg	2701.3607	1.5611	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	4.9413	
CotsimGIS	26Jul13	9:36:03-AM	C:\models\wx\CFSR_India_wx\CFSR_India_OR_grid_2189.txt	84.0620	19.2010	353	365	12	31	Avg	2820.5082	1.7393	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	2.8257	
CotsimGIS	26Jul13	9:36:14-AM	C:\models\wx\CFSR_India_wx\CFSR_India_OR_grid_2190.txt	84.3750	19.2010	355	365	12	31	Avg	2927.5902	1.7464	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.2726	
CotsimGIS	26Jul13	9:36:25-AM	C:\models\wx\CFSR_India_wx\CFSR_India_OR_grid_2191.txt	84.6870	19.2010	353	365	12	31	Avg	3139.8197	1.8131	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	
CotsimGIS	26Jul13	9:36:37-AM	C:\models\wx\CFSR_India_wx\CFSR_India_OR_grid_2221.txt	82.1870	18.8890	308	365	12	31	Avg	2555.7541	1.2666	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	2.7904	
CotsimGIS	26Jul13	9:36:47-AM	C:\models\wx\CFSR_India_wx\CFSR_India_OR_grid_2222.txt	82.5000	18.8890	308	365	12	31	Avg	2477.6885	1.3310	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	5.8896	
CotsimGIS	26Jul13	9:36:57-AM	C:\models\wx\CFSR_India_wx\CFSR_India_OR_grid_2223.txt	82.8120	18.8890	312	365	12	31	Avg	2391.3770	1.3389	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	10.9911	
CotsimGIS	26Jul13	9:37:07-AM	C:\models\wx\CFSR_India_wx\CFSR_India_OR_grid_2224.txt	83.1250	18.8890	312	365	12	31	Avg	2490.7541	1.4057	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	14.0863	
CotsimGIS	26Jul13	9:37:18-AM	C:\models\wx\CFSR_India_wx\CFSR_India_OR_grid_2227.txt	84.0620	18.8890	353	365	12	31	Avg	2937.2623	1.8197	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	2.5529	
CotsimGIS	26Jul13	9:37:29-AM	C:\models\wx\CFSR_India_wx\CFSR_India_OR_grid_2228.txt	84.3750	18.8890	355	365	12	31	Avg	2956.7869	1.8543	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.7772	
CotsimGIS	26Jul13	9:37:40-AM	C:\models\wx\CFSR_India_wx\CFSR_India_OR_grid_2258.txt	82.1870	18.5770	308	365	12	31	Avg	2630.0820	1.4426	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	1.7634	
CotsimGIS	26Jul13	9:37:50-AM	C:\models\wx\CFSR_India_wx\CFSR_India_OR_grid_2259.txt	82.5000	18.5770	312	365	12	31	Avg	2436.8361	1.4039	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	5.7785	
CotsimGIS	26Jul13	9:38:00-AM	C:\models\wx\CFSR_India_wx\CFSR_India_OR_grid_2260.txt	82.8120	18.5770	355	365	12	31	Avg	2384.3443	1.4402	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	10.4986	
CotsimGIS	26Jul13	9:38:11-AM	C:\models\wx\CFSR_India_wx\CFSR_India_OR_grid_2292.txt	81.5620	18.2640	308	365	12	31	Avg	2969.0820	1.3661	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.3253	
CotsimGIS	26Jul13	9:38:22-AM	C:\models\wx\CFSR_India_wx\CFSR_India_OR_grid_2293.txt	81.8750	18.2640	310	365	12	31	Avg	2836.6066	1.3411	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.4609	
CotsimGIS	26Jul13	9:38:32-AM	C:\models\wx\CFSR_India_wx\CFSR_India_OR_grid_2294.txt	82.1870	18.2640	312	365	12	31	Avg	2639.6066	1.4362	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	1.8907	
CotsimGIS	26Jul13	9:38:43-AM	C:\models\wx\CFSR_India_wx\CFSR_India_OR_grid_2327.txt	81.5620	17.9520	308	365	12	31	Avg	3034.2951	1.6059	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.1704	
CotsimGIS	26Jul13	9:38:54-AM	C:\models\wx\CFSR_India_wx\CFSR_India_PB_grid_0119.txt	75.6250	32.3140	316	365	12	31	Avg	2171.1475	0.8979	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9843	52.8898	
CotsimGIS	26Jul13	9:39:03-AM	C:\models\wx\CFSR_India_wx\CFSR_India_PB_grid_0129.txt	75.0000	32.0020	316	365	12	31	Avg	2418.9016	1.1959	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8672	110.2799	
CotsimGIS	26Jul13	9:39:12-AM	C:\models\wx\CFSR_India_wx\CFSR_India_PB_grid_0130.txt	75.3120	32.0020	316	365	12	31	Avg	2440.5246	1.2005	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8990	99.8856	
CotsimGIS	26Jul13	9:39:22-AM	C:\models\wx\CFSR_India_wx\CFSR_India_PB_grid_0131.txt	75.6250	32.0020	316	365	12	31	Avg	2446.8033	0.9413	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9773	69.5016	
CotsimGIS	26Jul13	9:39:31-AM	C:\models\wx\CFSR_India_wx\CFSR_India_PB_grid_0141.txt	74.6870	31.6900	237	365	12	31	Avg	2278.2131	1.1293	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8736	111.7625	
CotsimGIS	26Jul13	9:39:39-AM	C:\models\wx\CFSR_India_wx\CFSR_India_PB_grid_0142.txt	75.0000	31.6900	316	365	12	31	Avg	2322.2131	1.0987	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8335	122.6005	
CotsimGIS	26Jul13	9:39:48-AM	C:\models\wx\CFSR_India_wx\CFSR_India_PB_grid_0143.txt	75.3120	31.6900	316	365	12	31	Avg	2342.6885	1.0679	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8279	125.0811	
CotsimGIS	26Jul13	9:39:58-AM	C:\models\wx\CFSR_India_wx\CFSR_India_PB_grid_0144.txt	75.6250	31.6900	316	365	12	31	Avg	2476.3443	1.2156	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8795	113.0377	
CotsimGIS	26Jul13	9:40:07-AM	C:\models\wx\CFSR_India_wx\CFSR_India_PB_grid_0145.txt	75.9370	31.6900	316	365	12	31	Avg	2504.7869	1.3897	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9302	97.5588	
CotsimGIS	26Jul13	9:40:17-AM	C:\models\wx\CFSR_India_wx\CFSR_India_PB_grid_0154.txt	74.6870	31.3770	230	365	12	31	Avg	2172.8361	1.0846	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9504	85.6191	
CotsimGIS	26Jul13	9:40:25-AM	C:\models\wx\CFSR_India_wx\CFSR_India_PB_grid_0155.txt	75.0000	31.3770	316	365	12	31	Avg	2208.1639	1.0830	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9080	101.4264	
CotsimGIS	26Jul13	9:40:33-AM	C:\models\wx\CFSR_India_wx\CFSR_India_PB_grid_0156.txt	75.3120	31.3770	316	365	12	31	Avg	2392.5410	1.1662	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9045	105.7432	
CotsimGIS	26Jul13	9:40:42-AM	C:\models\wx\CFSR_India_wx\CFSR_India_PB_grid_0157.txt	75.6250	31.3770	316	365	12	31	Avg	2420.8361	1.3554	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8688	117.7105	
CotsimGIS	26Jul13	9:40:52-AM	C:\models\wx\CFSR_India_wx\CFSR_India_PB_grid_0158.txt	75.9370	31.3770	316	365	12	31	Avg	2494.1475	1.5200	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8233	130.4487	
CotsimGIS	26Jul13	9:41:01-AM	C:\models\wx\CFSR_India_wx\CFSR_India_PB_grid_0168.txt	74.6870	31.0650	230	310	11	6	Avg	2172.3443	1.1139	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9561	83.5939	
CotsimGIS	26Jul13	9:41:09-AM	C:\models\wx\CFSR_India_wx\CFSR_India_PB_grid_0169.txt	75.0000	31.0650	316	365	12	31	Avg	2293.4426	1.1889	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9563	83.2716	
CotsimGIS	26Jul13	9:41:17-AM	C:\models\wx\CFSR_India_wx\CFSR_India_PB_grid_0170.txt	75.3120	31.0650	316	365	12	31	Avg	2435.5246	0.9830	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9625	83.0667	
CotsimGIS	26Jul13	9:41:27-AM	C:\models\wx\CFSR_India_wx\CFSR_India_PB_grid_0171.txt	75.6250	31.0650	316	365	12	31	Avg	2441.6885	1.1541	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9399	93.8154	
CotsimGIS	26Jul13	9:41:36-AM	C:\models\wx\CFSR_India_wx\CFSR_India_PB_grid_0172.txt	75.9370	31.0650	316	365	12	31	Avg	2441.4426	1.2815	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9019	108.2434	
CotsimGIS	26Jul13	9:41:46-AM	C:\models\wx\CFSR_India_wx\CFSR_India_PB_grid_0173.txt	76.2500	31.0650	316	365	12	31	Avg	2512.7869	1.3167	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9230	100.6852	
CotsimGIS	26Jul13	9:41:56-AM	C:\models\wx\CFSR_India_wx\CFSR_India_PB_grid_0174.txt	76.5620	31.0650	316	365	12	31	Avg	2420.6230	1.3787	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9760	74.5902	
CotsimGIS	26Jul13	9:42:05-AM	C:\models\wx\CFSR_India_wx\CFSR_India_PB_grid_0184.txt	74.3750	30.7530	229	310	11	6	Avg	2236.0000	1.2315	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9612	81.4395	
CotsimGIS	26Jul13	9:42:13-AM	C:\models\wx\CFSR_India_wx\CFSR_India_PB_grid_0185.txt	74.6870	30.7530	316	310	11	6	Avg	2565.9344	1.6097	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9584	83.0393	
CotsimGIS	26Jul13	9:42:21-AM	C:\models\wx\CFSR_India_wx\CFSR_India_PB_grid_0186.txt	75.0000	30.7530	316	310	11	6	Avg	2565.9508	1.6321	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9523	86.2962	
CotsimGIS	26Jul13	9:42:29-AM	C:\models\wx\CFSR_India_wx\CFSR_India_PB_grid_0187.txt	75.3120	30.7530	316	365	12	31	Avg	2484.0656	1.2793	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9523	86.8464	
CotsimGIS	26Jul13	9:42:38-AM	C:\models\wx\CFSR_India_wx\CFSR_India_PB_grid_0188.txt	75.6250	30.7530	316	365	12	31	Avg	2458.8197	1.0787	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9688	79.3583	
CotsimGIS	26Jul13	9:42:47-AM	C:\models\wx\CFSR_India_wx\CFSR_India_PB_grid_0189.txt	75.9370	30.7530	316	365	12	31	Avg	2485.3934	1.1305	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9638	82.2696	
CotsimGIS	26Jul13	9:42:57-AM	C:\models\wx\CFSR_India_wx\CFSR_India_PB_grid_0190.txt	76.2500	30.7530	316	365	12	31	Avg	2468.6230	1.2089	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9612	83.8640	
CotsimGIS	26Jul13	9:43:07-AM	C:\models\wx\CFSR_India_wx\CFSR_India_PB_grid_0191.txt	76.5620	30.7530	316	365	12	31	Avg	2397.0164	1.1872	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9722	76.9856	
CotsimGIS	26Jul13	9:43:16-AM	C:\models\wx\CFSR_India_wx\CFSR_India_PB_grid_0203.txt	74.0620	30.4410	229	310	11	6	Avg	2093.4590	1.1070	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9781	70.6517	
CotsimGIS	26Jul13	9:43:23-AM	C:\models\wx\CFSR_India_wx\CFSR_India_PB_grid_0204.txt	74.3750	30.4410	229	310	11	6	Avg	2064.3443	0.9205	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9737	73.9807	
CotsimGIS	26Jul13	9:43:30-AM	C:\models\wx\CFSR_India_wx\CFSR_India_PB_grid_0205.txt	74.6870	30.4410	316	310	11	6	Avg	2265.5574	1.1551	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9725	75.0402	
CotsimGIS	26Jul13	9:43:37-AM	C:\models\wx\CFSR_India_wx\CFSR_India_PB_grid_0206.txt	75.0000	30.4410	316	310	11	6	Avg	2435.6230	1.3789	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9633	80.8873	
CotsimGIS	26Jul13	9:43:45-AM	C:\models\wx\CFSR_India_wx\CFSR_India_PB_grid_0207.txt	75.3120	30.4410	316	365	12	31	Avg	2451.7869	1.3148	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9601	83.3140	
CotsimGIS	26Jul13	9:43:54-AM	C:\models\wx\CFSR_India_wx\CFSR_India_PB_grid_0208.txt	75.6250	30.4410	316	365	12	31	Avg	2465.8033	1.1102	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9696	79.3095	
CotsimGIS	26Jul13	9:44:04-AM	C:\models\wx\CFSR_India_wx\CFSR_India_PB_grid_0209.txt	75.9370	30.4410	316	365	12	31	Avg	2478.4262	1.0375	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9701	78.9691	
CotsimGIS	26Jul13	9:44:13-AM	C:\models\wx\CFSR_India_wx\CFSR_India_PB_grid_0210.txt	76.2500	30.4410	316	365	12	31	Avg	2469.5902	0.9972	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9778	74.1568	
CotsimGIS	26Jul13	9:44:23-AM	C:\models\wx\CFSR_India_wx\CFSR_India_PB_grid_0211.txt	76.5620	30.4410	316	365	12	31	Avg	2499.4426	1.1592	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9849	68.4839	
CotsimGIS	26Jul13	9:44:32-AM	C:\models\wx\CFSR_India_wx\CFSR_India_PB_grid_0212.txt	76.8750	30.4410	316	365	12	31	Avg	2476.2787	1.2921	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9915	61.5673	
CotsimGIS	26Jul13	9:44:42-AM	C:\models\wx\CFSR_India_wx\CFSR_India_PB_grid_0225.txt	74.0620	30.1280	229	310	11	6	Avg	2119.1803	1.0157	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9891	61.0100	
CotsimGIS	26Jul13	9:44:49-AM	C:\models\wx\CFSR_India_wx\CFSR_India_PB_grid_0226.txt	74.3750	30.1280	229	310	11	6	Avg	2306.5574	1.1054	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9871	63.2784	
CotsimGIS	26Jul13	9:44:57-AM	C:\models\wx\CFSR_India_wx\CFSR_India_PB_grid_0227.txt	74.6870	30.1280	316	310	11	6	Avg	2238.3934	1.0043	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9865	64.3693	
CotsimGIS	26Jul13	9:45:04-AM	C:\models\wx\CFSR_India_wx\CFSR_India_PB_grid_0228.txt	75.0000	30.1280	316	310	11	6	Avg	2537.0328	1.4030	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9821	68.6382	
CotsimGIS	26Jul13	9:45:12-AM	C:\models\wx\CFSR_India_wx\CFSR_India_PB_grid_0229.txt	75.3120	30.1280	316	310	11	6	Avg	2692.1311	1.4179	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9757	74.0277	
CotsimGIS	26Jul13	9:45:21-AM	C:\models\wx\CFSR_India_wx\CFSR_India_PB_grid_0230.txt	75.6250	30.1280	316	365	12	31	Avg	2526.5082	1.1480	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9823	70.7519	
CotsimGIS	26Jul13	9:45:31-AM	C:\models\wx\CFSR_India_wx\CFSR_India_PB_grid_0231.txt	75.9370	30.1280	316	365	12	31	Avg	2534.5246	1.1426	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9745	76.4705	
