Model	Date	Time	WxFile	Long	Lat	JdStart	JdEnd	Month	Day	Year	dd	bales	TempIncr	PbwEggt	PbwLrDys	PbwAdDys	PbwL/Bol	FromDiap	ToDiap	PbwCldLx	Tddb10
CotsimGIS	26Jul13	7:06:30-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_1898.txt	74.6870	21.0740	312	365	12	31	Avg	2793.2459	0.9321	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.1723	
CotsimGIS	26Jul13	7:06:40-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_1899.txt	75.0000	21.0740	312	365	12	31	Avg	2918.1475	1.0369	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.1290	
CotsimGIS	26Jul13	7:06:51-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_1900.txt	75.3120	21.0740	313	365	12	31	Avg	2870.1967	1.1702	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.1447	
CotsimGIS	26Jul13	7:07:01-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_1901.txt	75.6250	21.0740	360	365	12	31	Avg	2806.0820	1.1400	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.1985	
CotsimGIS	26Jul13	7:07:12-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_1902.txt	75.9370	21.0740	360	365	12	31	Avg	2753.1803	1.0233	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.2687	
CotsimGIS	26Jul13	7:07:22-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_1903.txt	76.2500	21.0740	360	365	12	31	Avg	2788.7541	1.0356	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.2798	
CotsimGIS	26Jul13	7:07:33-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_1904.txt	76.5620	21.0740	360	365	12	31	Avg	2779.6721	1.1816	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.2317	
CotsimGIS	26Jul13	7:07:43-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_1905.txt	76.8750	21.0740	361	365	12	31	Avg	2775.2623	1.2380	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.1839	
CotsimGIS	26Jul13	7:07:54-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_1906.txt	77.1870	21.0740	361	365	12	31	Avg	2773.7869	1.2074	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.1552	
CotsimGIS	26Jul13	7:08:04-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_1907.txt	77.5000	21.0740	361	365	12	31	Avg	2768.0000	1.2225	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.1407	
CotsimGIS	26Jul13	7:08:15-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_1908.txt	77.8120	21.0740	361	365	12	31	Avg	2723.0492	1.2362	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.1193	
CotsimGIS	26Jul13	7:08:25-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_1909.txt	78.1250	21.0740	361	365	12	31	Avg	2661.9672	1.2689	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.1423	
CotsimGIS	26Jul13	7:08:35-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_1910.txt	78.4370	21.0740	312	365	12	31	Avg	2673.7213	1.2923	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.2282	
CotsimGIS	26Jul13	7:08:46-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_1911.txt	78.7500	21.0740	361	365	12	31	Avg	2700.4426	1.3913	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.3386	
CotsimGIS	26Jul13	7:08:56-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_1912.txt	79.0620	21.0740	361	365	12	31	Avg	2753.5574	1.3608	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.4105	
CotsimGIS	26Jul13	7:09:06-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_1913.txt	79.3750	21.0740	311	365	12	31	Avg	2781.4098	1.3866	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.6874	
CotsimGIS	26Jul13	7:09:17-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_1914.txt	79.6870	21.0740	311	365	12	31	Avg	2751.6885	1.3626	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.9384	
CotsimGIS	26Jul13	7:09:28-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_1915.txt	80.0000	21.0740	311	365	12	31	Avg	2712.8852	1.3038	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	1.7583	
CotsimGIS	26Jul13	7:09:38-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_1916.txt	80.3120	21.0740	312	365	12	31	Avg	2685.5574	1.4154	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	2.0618	
CotsimGIS	26Jul13	7:09:48-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_1941.txt	74.0620	20.7620	312	365	12	31	Avg	2472.8689	1.0121	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	2.2335	
CotsimGIS	26Jul13	7:09:58-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_1942.txt	74.3750	20.7620	359	365	12	31	Avg	2565.9016	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.8412	
CotsimGIS	26Jul13	7:10:09-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_1943.txt	74.6870	20.7620	359	365	12	31	Avg	2668.7705	0.7687	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.3536	
CotsimGIS	26Jul13	7:10:21-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_1944.txt	75.0000	20.7620	310	365	12	31	Avg	2833.1475	0.8589	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.2015	
CotsimGIS	26Jul13	7:10:32-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_1945.txt	75.3120	20.7620	310	365	12	31	Avg	2840.7213	0.9992	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.1873	
CotsimGIS	26Jul13	7:10:43-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_1946.txt	75.6250	20.7620	360	365	12	31	Avg	2796.4262	1.0233	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.2210	
CotsimGIS	26Jul13	7:10:54-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_1947.txt	75.9370	20.7620	360	365	12	31	Avg	2735.9344	0.9167	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.3418	
CotsimGIS	26Jul13	7:11:05-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_1948.txt	76.2500	20.7620	360	365	12	31	Avg	2752.3279	1.0097	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.4661	
CotsimGIS	26Jul13	7:11:20-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_1949.txt	76.5620	20.7620	361	365	12	31	Avg	2751.2295	0.9251	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.4292	
CotsimGIS	26Jul13	7:11:31-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_1950.txt	76.8750	20.7620	361	365	12	31	Avg	2761.9016	1.1113	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.3459	
CotsimGIS	26Jul13	7:11:43-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_1951.txt	77.1870	20.7620	361	365	12	31	Avg	2763.3934	1.2780	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.2495	
CotsimGIS	26Jul13	7:11:54-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_1952.txt	77.5000	20.7620	361	365	12	31	Avg	2756.4590	1.2625	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.1709	
CotsimGIS	26Jul13	7:12:05-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_1953.txt	77.8120	20.7620	361	365	12	31	Avg	2751.0656	1.2623	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.1336	
CotsimGIS	26Jul13	7:12:16-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_1954.txt	78.1250	20.7620	361	365	12	31	Avg	2738.4098	1.3167	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.1477	
CotsimGIS	26Jul13	7:12:27-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_1955.txt	78.4370	20.7620	361	365	12	31	Avg	2732.9508	1.2992	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.2270	
CotsimGIS	26Jul13	7:12:39-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_1956.txt	78.7500	20.7620	361	365	12	31	Avg	2763.3934	1.2620	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.3267	
CotsimGIS	26Jul13	7:12:50-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_1957.txt	79.0620	20.7620	361	365	12	31	Avg	2803.0328	1.2984	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.3002	
CotsimGIS	26Jul13	7:13:01-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_1958.txt	79.3750	20.7620	361	365	12	31	Avg	2811.8852	1.3489	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.4124	
CotsimGIS	26Jul13	7:13:13-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_1959.txt	79.6870	20.7620	312	365	12	31	Avg	2775.1967	1.3743	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.5963	
CotsimGIS	26Jul13	7:13:24-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_1960.txt	80.0000	20.7620	311	365	12	31	Avg	2741.2951	1.3846	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	1.5757	
CotsimGIS	26Jul13	7:13:35-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_1961.txt	80.3120	20.7620	312	365	12	31	Avg	2680.8525	1.4382	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	2.4613	
CotsimGIS	26Jul13	7:13:46-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_1984.txt	73.4370	20.4500	311	365	12	31	Avg	2666.7049	1.2239	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	3.1952	
CotsimGIS	26Jul13	7:13:56-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_1985.txt	73.7500	20.4500	312	365	12	31	Avg	2428.1803	1.1080	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	5.6340	
CotsimGIS	26Jul13	7:14:07-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_1986.txt	74.0620	20.4500	312	365	12	31	Avg	2347.9344	0.9648	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	2.9848	
CotsimGIS	26Jul13	7:14:17-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_1987.txt	74.3750	20.4500	359	365	12	31	Avg	2447.5082	0.8244	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	1.0437	
CotsimGIS	26Jul13	7:14:27-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_1988.txt	74.6870	20.4500	359	365	12	31	Avg	2577.2459	1.0318	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.4790	
CotsimGIS	26Jul13	7:14:38-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_1989.txt	75.0000	20.4500	360	365	12	31	Avg	2615.7213	1.1592	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.4683	
CotsimGIS	26Jul13	7:14:48-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_1990.txt	75.3120	20.4500	361	365	12	31	Avg	2619.1475	1.2233	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.5442	
CotsimGIS	26Jul13	7:14:59-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_1991.txt	75.6250	20.4500	362	365	12	31	Avg	2580.7377	1.1441	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.5819	
CotsimGIS	26Jul13	7:15:10-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_1992.txt	75.9370	20.4500	361	365	12	31	Avg	2564.3115	1.0985	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.7149	
CotsimGIS	26Jul13	7:15:21-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_1993.txt	76.2500	20.4500	361	365	12	31	Avg	2560.1475	1.0762	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.7717	
CotsimGIS	26Jul13	7:15:31-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_1994.txt	76.5620	20.4500	361	365	12	31	Avg	2604.2131	1.2146	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.6646	
CotsimGIS	26Jul13	7:15:42-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_1995.txt	76.8750	20.4500	361	365	12	31	Avg	2638.3770	1.2748	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.5735	
CotsimGIS	26Jul13	7:15:52-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_1996.txt	77.1870	20.4500	361	365	12	31	Avg	2652.1639	1.2877	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.4473	
CotsimGIS	26Jul13	7:16:03-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_1997.txt	77.5000	20.4500	361	365	12	31	Avg	2668.7869	1.3079	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.3865	
CotsimGIS	26Jul13	7:16:15-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_1998.txt	77.8120	20.4500	361	365	12	31	Avg	2694.7705	1.3256	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.3623	
CotsimGIS	26Jul13	7:16:25-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_1999.txt	78.1250	20.4500	361	365	12	31	Avg	2695.7869	1.3070	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.2774	
CotsimGIS	26Jul13	7:16:37-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_2000.txt	78.4370	20.4500	361	365	12	31	Avg	2752.4590	1.1838	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.2293	
CotsimGIS	26Jul13	7:16:48-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_2001.txt	78.7500	20.4500	361	365	12	31	Avg	2800.3934	1.2167	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.2167	
CotsimGIS	26Jul13	7:16:59-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_2002.txt	79.0620	20.4500	311	365	12	31	Avg	2838.5738	1.2325	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.2273	
CotsimGIS	26Jul13	7:17:10-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_2003.txt	79.3750	20.4500	311	365	12	31	Avg	2823.7377	1.2721	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.3611	
CotsimGIS	26Jul13	7:17:22-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_2004.txt	79.6870	20.4500	311	365	12	31	Avg	2790.6230	1.3825	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.4540	
CotsimGIS	26Jul13	7:17:33-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_2005.txt	80.0000	20.4500	311	365	12	31	Avg	2766.1967	1.3482	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	1.0883	
CotsimGIS	26Jul13	7:17:44-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_2006.txt	80.3120	20.4500	311	365	12	31	Avg	2698.7213	1.3695	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	1.7961	
CotsimGIS	26Jul13	7:17:55-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_2029.txt	73.4370	20.1380	311	365	12	31	Avg	2574.2623	1.1723	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	3.2411	
CotsimGIS	26Jul13	7:18:06-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_2030.txt	73.7500	20.1380	311	365	12	31	Avg	2367.0492	1.0854	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	4.7143	
CotsimGIS	26Jul13	7:18:19-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_2031.txt	74.0620	20.1380	311	365	12	31	Avg	2332.2131	0.6215	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	2.1599	
CotsimGIS	26Jul13	7:19:04-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_2032.txt	74.3750	20.1380	311	365	12	31	Avg	2408.1148	0.6207	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.7145	
CotsimGIS	26Jul13	7:19:20-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_2033.txt	74.6870	20.1380	359	365	12	31	Avg	2540.3934	1.0787	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.3943	
CotsimGIS	26Jul13	7:20:14-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_2034.txt	75.0000	20.1380	360	365	12	31	Avg	2559.3934	1.2961	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.6006	
CotsimGIS	26Jul13	7:20:37-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_2035.txt	75.3120	20.1380	362	365	12	31	Avg	2483.8525	1.1487	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.9351	
CotsimGIS	26Jul13	7:20:55-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_2036.txt	75.6250	20.1380	362	365	12	31	Avg	2464.1311	1.1011	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.9396	
CotsimGIS	26Jul13	7:21:08-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_2037.txt	75.9370	20.1380	361	365	12	31	Avg	2473.5246	1.1387	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.8929	
CotsimGIS	26Jul13	7:21:19-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_2038.txt	76.2500	20.1380	361	365	12	31	Avg	2513.9508	1.2174	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.7945	
CotsimGIS	26Jul13	7:21:30-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_2039.txt	76.5620	20.1380	361	365	12	31	Avg	2525.0492	1.2721	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.7202	
CotsimGIS	26Jul13	7:21:41-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_2040.txt	76.8750	20.1380	361	365	12	31	Avg	2547.2295	1.3049	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.6295	
CotsimGIS	26Jul13	7:21:51-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_2041.txt	77.1870	20.1380	361	365	12	31	Avg	2560.3443	1.2779	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.4999	
CotsimGIS	26Jul13	7:22:20-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_2042.txt	77.5000	20.1380	361	365	12	31	Avg	2610.2951	1.2467	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.4648	
CotsimGIS	26Jul13	7:23:02-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_2043.txt	77.8120	20.1380	361	365	12	31	Avg	2619.5410	1.1803	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.4594	
CotsimGIS	26Jul13	7:23:13-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_2044.txt	78.1250	20.1380	311	365	12	31	Avg	2695.0984	1.2743	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.3578	
CotsimGIS	26Jul13	7:23:24-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_2045.txt	78.4370	20.1380	312	365	12	31	Avg	2762.3279	1.2744	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.3060	
CotsimGIS	26Jul13	7:23:35-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_2046.txt	78.7500	20.1380	311	365	12	31	Avg	2815.7705	1.2393	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.2780	
CotsimGIS	26Jul13	7:23:46-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_2047.txt	79.0620	20.1380	310	365	12	31	Avg	2847.7377	1.2698	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.3184	
CotsimGIS	26Jul13	7:23:57-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_2048.txt	79.3750	20.1380	310	365	12	31	Avg	2853.8033	1.2820	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.5139	
CotsimGIS	26Jul13	7:24:08-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_2049.txt	79.6870	20.1380	311	365	12	31	Avg	2824.5902	1.3625	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.4418	
CotsimGIS	26Jul13	7:24:19-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_2050.txt	80.0000	20.1380	312	365	12	31	Avg	2812.4426	1.3585	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.8565	
CotsimGIS	26Jul13	7:24:35-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_2051.txt	80.3120	20.1380	312	365	12	31	Avg	2746.6066	1.4239	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	1.0417	
CotsimGIS	26Jul13	7:24:46-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_2071.txt	72.8120	19.8250	313	365	12	31	Avg	3096.7213	1.7787	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	
CotsimGIS	26Jul13	7:24:57-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_2072.txt	73.1250	19.8250	312	365	12	31	Avg	2897.6721	1.3070	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.2532	
CotsimGIS	26Jul13	7:25:09-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_2073.txt	73.4370	19.8250	311	365	12	31	Avg	2613.3443	1.1130	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	2.1314	
CotsimGIS	26Jul13	7:25:21-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_2074.txt	73.7500	19.8250	311	365	12	31	Avg	2395.9508	1.0311	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	3.0458	
CotsimGIS	26Jul13	7:25:31-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_2075.txt	74.0620	19.8250	311	365	12	31	Avg	2331.8361	0.6149	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	1.4785	
CotsimGIS	26Jul13	7:25:42-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_2076.txt	74.3750	19.8250	311	365	12	31	Avg	2407.7377	0.4784	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.8385	
CotsimGIS	26Jul13	7:25:52-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_2077.txt	74.6870	19.8250	311	365	12	31	Avg	2508.1639	0.8243	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.5114	
CotsimGIS	26Jul13	7:26:02-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_2078.txt	75.0000	19.8250	360	365	12	31	Avg	2568.1475	1.0928	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.4085	
CotsimGIS	26Jul13	7:26:13-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_2079.txt	75.3120	19.8250	360	365	12	31	Avg	2562.1639	1.1298	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.4917	
CotsimGIS	26Jul13	7:26:23-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_2080.txt	75.6250	19.8250	360	365	12	31	Avg	2575.7049	1.0802	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.5359	
CotsimGIS	26Jul13	7:26:33-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_2081.txt	75.9370	19.8250	361	365	12	31	Avg	2552.6393	1.0089	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.4877	
CotsimGIS	26Jul13	7:26:44-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_2082.txt	76.2500	19.8250	360	365	12	31	Avg	2556.4426	1.1300	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.3735	
CotsimGIS	26Jul13	7:27:19-AM	C:\models\wx\CFSR_India_wx\CFSR_India_MH_grid_2083.txt	76.5620	19.8250	360	365	12	31	Avg	2578.1148	1.1685	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.2773	
